id,name,age,nationality,overall,club
199285,S. Kukuruzović,28,Croatia,65,FC St. Gallen
210805,A. Al Mutairi,31,Saudi Arabia,65,Al Fayha
236405,Lasure,23,Spain,65,Real Zaragoza
185205,Evandro,29,Brazil,65,Daegu FC
188789,P. Taylor,29,England,65,Bradford City
210806,W. Suwayyid,29,Saudi Arabia,65,Al Faisaly
234102,I. Radu,20,Romania,65,Avellino
237942,P. Estupiñán,19,Ecuador,65,UD Almería
177270,L. Martínez,30,Mexico,65,Tiburones Rojos de Veracruz
887,N. Clarke,33,England,65,Grimsby Town
200823,José Cruz,28,Spain,65,Viking FK
179831,C. Curran,27,England,65,Ross County FC
213624,S. López,31,Argentina,65,Jaguares Fútbol Club
215160,F. Angileri,23,Argentina,65,Godoy Cruz
222328,J. Bager,20,Denmark,65,Randers FC
241016,A. Vetrih,26,Slovenia,65,NA
197241,K. Pannewitz,25,Germany,65,FC Carl Zeiss Jena
201081,B. Kopacz,25,Poland,65,Zagłębie Lubin
156025,H. Patronen,33,Finland,65,HJK Helsinki
223097,F. Cristaldo,20,Argentina,65,Defensa y Justicia
194937,T. Parkes,25,England,65,Carlisle United
223866,S. Lovric,19,Austria,65,SK Sturm Graz
238970,N. Butzen,24,Germany,65,1. FC Magdeburg
190074,N. Di Roberto,31,Italy,65,Salernitana
216699,G. Zelalem,20,United States,65,Arsenal
219259,R. Brown,21,England,65,Forest Green
222587,F. Escobar,22,Argentina,65,Newell's Old Boys
235899,D. Zeefuik,19,Netherlands,65,Ajax
189563,S. Salviato,29,Italy,65,Cremonese
201084,R. Dow,26,Scotland,65,Ross County FC
220028,S. Adekugbe,22,Canada,65,IFK Göteborg
237692,P. Foden,17,England,65,Manchester City
121980,A. Poggenborg,33,Germany,65,SC Fortuna Köln
221053,E. Gómez,23,Argentina,65,Rosario Central
235133,M. Finotto,24,Italy,65,Ternana
210046,K. Sadlier,22,Republic of Ireland,65,Cork City
211070,T. Hołota,26,Poland,65,Pogoń Szczecin
226174,D. Payne,21,United States,65,Excelsior
165502,J. Lillis,30,England,65,Rochdale
235134,P. Rosario,20,Netherlands,65,PSV
221567,Sim Sang Min,24,Korea Republic,65,FC Seoul
230015,I. Diallo,20,Mali,65,KAS Eupen
232831,Choi Kyu Baek,23,Korea Republic,65,Ulsan Hyundai Horang-i
171391,E. Palos,31,Mexico,65,Tigres U.A.N.L.
237183,M. Rojas,21,Paraguay,65,Club Atlético Lanús
239999,Pedro Silva,20,Portugal,65,Sporting CP
147584,D. Khomich,32,Russia,65,Amkar Perm
222592,Kim Dong Jin,24,Korea Republic,65,Daegu FC
158592,G. Montoya,34,Argentina,65,Belgrano de Córdoba
208001,Paulo Otávio,22,Brazil,65,FC Ingolstadt 04
225409,A. Al Shammari,28,Saudi Arabia,65,Al Raed
181377,E. Bajrami,29,Sweden,65,IF Elfsborg
183425,T. Elliott,26,England,65,Millwall
215170,R. Salinas,31,Argentina,65,Ettifaq FC
226690,M. Castro,29,Uruguay,65,Unión de Santa Fe
194178,M. Dumbuya,29,Sierra Leone,65,Partick Thistle F.C.
205443,S. Benyamina,27,Germany,65,Hansa Rostock
142979,J. Quiroga,35,Argentina,65,Belgrano de Córdoba
212099,S. Tronstad,21,Norway,65,FK Haugesund
213635,T. Lapslie,21,England,65,Colchester United
214147,J. Rivas,29,Colombia,65,CD Los Millionarios Bogota
214659,N. Freire,23,Argentina,65,PEC Zwolle
150659,V. Demarconnay,34,France,65,Paris FC
225667,C. Chaplin,20,England,65,Portsmouth
229251,V. Mogos,24,Romania,65,Ascoli
232067,N. Bandiera,27,Argentina,65,Belgrano de Córdoba
238979,C. Handke,28,Germany,65,1. FC Magdeburg
199812,R. Allsop,25,England,65,Blackpool
204676,Gus Ledes,24,Portugal,65,CF Reus Deportiu
212100,M. Lowe,20,England,65,Derby County
219781,D. Dussaut,22,France,65,Sint-Truidense VV
238981,T. Schwede,23,Germany,65,1. FC Magdeburg
239749,J. Adebanjo,23,Nigeria,65,Vitória Setúbal
176261,G. Piesio,28,Poland,65,Arka Gdynia
205190,B. Sankoh,25,Guinea,65,SM Caen
210566,L. Chiaretti,29,Brazil,65,Cittadella
212358,M. Petrasso,21,Canada,65,Queens Park Rangers
215430,T. Lumanza,23,Belgium,65,Stabæk Fotball
152454,G. Evans,29,England,65,Portsmouth
235398,Jean Carlos,21,Brazil,65,Granada CF
186502,G. Nijholt,27,Netherlands,65,NAC Breda
203911,D. Albadoro,28,Italy,65,Ternana
228231,A. Aguilar,28,Paraguay,65,NA
167559,A. Salugin,28,Russia,65,Amkar Perm
221832,L. Olaza,22,Uruguay,65,Talleres de Cordoba
205961,Alex Rodríguez,23,Spain,65,Boavista FC
210314,I. Azemi,25,Kosovo,65,Holstein Kiel
227978,M. Mehlem,19,Germany,65,SV Darmstadt 98
234890,F. Margiotta,23,Italy,65,FC Lausanne-Sports
220811,M. Ali Yakoubi,26,Tunisia,65,Al Fateh
221323,J. Onguéné,19,France,65,FC Red Bull Salzburg
186507,C. Landu Landu,25,Norway,65,Tromsø IL
234636,A. Pavlović,23,Serbia,65,FC København
238988,M. Ullmann,21,Austria,65,LASK Linz
177036,K. Guédé,32,Slovakia,65,SC Freiburg
177292,A. Ponroy,31,France,65,Bourg en Bresse Péronnas 01
186508,A. Østbø,26,Norway,65,Rosenborg BK
189836,J. Mills,27,England,65,Perth Glory
199053,R. Bocalon,28,Italy,65,Salernitana
202893,R. Riski,25,Finland,65,SKN St. Pölten
155533,L. Clarke,32,England,65,Sheffield United
229517,Toni Villa,22,Spain,65,Real Valladolid
238989,R. Rep,27,Slovenia,65,LASK Linz
226446,M. Giordano,37,Argentina,65,Club Atlético Huracán
236430,M. Lucero,27,Argentina,65,Banfield
204175,J. Al-Hazaimeh,25,Germany,65,SC Preußen Münster
209551,A. Wailbi,26,Saudi Arabia,65,Al Nassr
216463,H. Sakhi,21,Morocco,65,AJ Auxerre
152463,D. Holm,31,Norway,65,Vålerenga Fotball
159375,S. Supple,30,Republic of Ireland,65,Bohemian FC
173199,E. Legati,31,Italy,65,Vercelli
111503,C. Ben Saada,33,Tunisia,65,ES Troyes AC
204176,T. Erat,25,Azerbaijan,65,MSV Duisburg
209552,Y. Otayn,26,Saudi Arabia,65,Ettifaq FC
215952,D. Arapov,24,Russia,65,FC Ural
227216,I. Boggino,31,Argentina,65,Temperley
232848,Y. Maruyama,28,Japan,65,F.C. Tokyo
234640,B. Jatta,19,Gambia,65,Hamburger SV
204689,I. Ouédraogo,28,Burkina Faso,65,Wolfsberger AC
211345,P. Azogue,22,Bolivia,65,NA
226705,D. Atanga,20,Ghana,65,FC Red Bull Salzburg
228241,J. van der Heyden,21,Netherlands,65,FC Twente
232849,R. Ogawa,20,Japan,65,F.C. Tokyo
233105,K. Dougall,24,Australia,65,Sparta Rotterdam
210835,T. Nocchi,26,Italy,65,Perugia
211859,M. Ahlschwede,27,Germany,65,Würzburger FV
221587,J. Lolley,24,England,65,Huddersfield Town
222611,D. Rodríguez,21,Argentina,65,River Plate
223123,E. Güral,28,Turkey,65,Antalyaspor
158867,A. Gerrard,31,Republic of Ireland,65,Oldham Athletic
229011,K. N'Doram,21,France,65,AS Monaco
232851,K. Yoshimoto,29,Japan,65,F.C. Tokyo
169619,G. Liddle,31,England,65,Carlisle United
236947,J. Torunarigha,19,Germany,65,Hertha BSC Berlin
237715,P. Cutrone,19,Italy,65,Milan
193939,B. Kee,26,Northern Ireland,65,Accrington Stanley
232852,T. Yonemoto,26,Japan,65,F.C. Tokyo
179860,R. Reid,28,England,65,Exeter City
228245,M. Wanitzek,24,Germany,65,Karlsruher SC
229013,A. Pnishi,26,Kosovo,65,Grasshopper Club Zürich
165269,R. Boukari,30,Togo,65,La Berrichonne de Châteauroux
232597,H. Fujiharu,28,Japan,65,Gamba Osaka
192661,M. Schulze,28,Germany,65,Sportfreunde Lotte
138390,D. Fox,33,England,65,Plymouth Argyle
212118,M. Grimes,21,England,65,Northampton Town
200855,G. Baldock,24,England,65,Sheffield United
205975,J. Bartkowski,25,Poland,65,Wisła Kraków
215959,N. Safronidi,33,Russia,65,FC Ufa
224407,M. Cardona,21,Colombia,65,Chacarita Juniors
227223,A. Vita,24,Italy,65,Cesena
169623,P. Hartley,29,England,65,Motherwell
201112,J. Słowik,25,Poland,65,Śląsk Wrocław
211608,M. Rigione,26,Italy,65,Cesena
211864,D. Dziwniel,24,Poland,65,Zagłębie Lubin
136601,Kim Yong Dae,37,Korea Republic,65,Ulsan Hyundai Horang-i
156313,A. El-Abd,32,Egypt,65,Wycombe Wanderers
177049,B. Özbek,30,Germany,65,MSV Duisburg
195481,J. Proctor,25,England,65,Rotherham United
220314,O. Marciano,27,Israel,65,Hibernian
224410,A. Scifo,29,Argentina,65,Temperley
232602,Kim Jung Ya,29,Korea Republic,65,Gamba Osaka
167834,C. Bell,30,Scotland,65,Kilmarnock
213147,J. Allen,22,England,65,Burton Albion
223387,M. Tishkin,27,Russia,65,FC SKA-Energiya Khabarovsk
228763,G. Melkadze,20,Russia,65,FC Tosno
207516,J. Świerczok,24,Poland,65,Zagłębie Lubin
215196,M. Galmarini,35,Argentina,65,Club Atlético Tigre
225692,M. Bader,20,Germany,65,Karlsruher SC
190620,D. Andrew,26,England,65,Doncaster Rovers
203933,H. Lybohy,33,France,65,Paris FC
209565,M. Al Fehaid,27,Saudi Arabia,65,Al Fateh
234653,M. Ambichl,26,Austria,65,SKN St. Pölten
203166,R. Koch,31,Germany,65,FSV Zwickau
211358,J. Fabri,23,France,65,Stade Brestois 29
184222,J. Rask,28,Denmark,65,Hobro IK
152735,M. Doyle,35,Republic of Ireland,65,Coventry City
221599,N. Nyauza,27,South Africa,65,Orlando Pirates
177311,H. Camara,33,France,65,Montreal Impact
155808,C. Gratzei,35,Austria,65,SK Sturm Graz
221600,M. Clarke,20,England,65,Portsmouth
177568,A. Raineau,31,France,65,La Berrichonne de Châteauroux
187296,C. Gutiérrez,27,Mexico,65,Puebla
208801,R. Jaadi,22,Belgium,65,Royal Antwerp FC
214177,L. Paz,28,Colombia,65,Deportes Tolima
216481,J. Cooper,22,England,65,Millwall
235425,D. Jones,20,United States,65,Philadelphia Union
235937,A. Picchi,19,Italy,65,Empoli
237985,K. Danso,18,Austria,65,FC Augsburg
207522,Romário,24,Brazil,65,Kalmar FF
240290,João Pedro,24,Brazil,65,Al Fateh
225699,Anuar,22,Morocco,65,Real Valladolid
231587,L. Caicedo,21,Colombia,65,Corporación Club Deportivo Tuluá
192163,E. Wahlström,30,Sweden,65,BK Häcken
207780,Z. Diabaté,28,Ivory Coast,65,Chamois Niortais FC
209572,A. Al Owayshir,26,Saudi Arabia,65,Al Fateh
222372,D. Cinaglia,23,Italy,65,Ascoli
223652,S. Ernst,22,Germany,65,SpVgg Greuther Fürth
227492,A. Vincent,23,France,65,AJ Auxerre
236196,Nito Carbelho,25,Brazil,65,Avaí Futebol Clube
237476,A. Bliznichenko,22,Ukraine,65,Kardemir Karabükspor
233125,M. Hartel,21,Germany,65,1. FC Union Berlin
208806,M. Fox,23,Wales,65,Sheffield Wednesday
159910,F. Oyerze,29,Chile,65,Audax Italiano
228518,A. Hanche-Olsen,20,Norway,65,Stabæk Fotball
241062,D. Milović,23,Montenegro,65,Amkar Perm
193958,L. Brown,26,England,65,Bristol Rovers
207783,R. Gaddis,27,United States,65,Philadelphia Union
211623,R. Colclough,22,England,65,Wigan Athletic
231591,Javi Galán,22,Spain,65,Córdoba CF
240039,V. Vukadinović,26,Serbia,65,Sparta Praha
185255,G. Zárate,32,Argentina,65,FC Lausanne-Sports
228520,E. Ávila,23,Argentina,65,SD Huesca
235176,C. Bernardi,27,Argentina,65,Colon de Santa Fe
240552,J. Leitón,23,Costa Rica,65,Minnesota Thunder
189352,M. Sema,28,Sweden,65,Örebro SK
138153,D. Potter,32,Republic of Ireland,65,Rotherham United
212137,A. Vindheim,21,Norway,65,Malmö FF
241065,L. Mutambala,24,DR Congo,65,Royal Excel Mouscron
189865,D. Templeton,28,Scotland,65,Hamilton Academical FC
215211,B. Cargill,21,England,65,Fleetwood Town
237739,R. Shindo,21,Japan,65,Hokkaido Consadole Sapporo
239787,G. Torres,21,Colombia,65,Atletico Nacional Medellin
190635,M. N'Diaye,27,Mali,65,Royal Antwerp FC
194219,Aridane,30,Spain,65,Albacete Balompié
200876,G. Gigliotti,27,France,65,Ascoli
210604,A. Panyukov,22,Russia,65,Zenit St. Petersburg
153004,J. Wawrzyniak,33,Poland,65,Lechia Gdańsk
232620,K. Omori,25,Japan,65,Vissel Kobe
200877,M. Scavone,30,Italy,65,Parma
201901,C. Winchester,24,Northern Ireland,65,Cheltenham Town
208813,G. Williams,21,Wales,65,Fulham
216493,F. Menig,23,Germany,65,SC Preußen Münster
232365,K. Otani,28,Japan,65,Albirex Niigata
234925,K. Pierie,16,Netherlands,65,SC Heerenveen
176301,Ha Dae Sung,32,Korea Republic,65,FC Seoul
184750,R. Dickson,30,England,65,Yeovil Town
225200,Kike Barja,20,Spain,65,CA Osasuna
229040,A. Nkaka,21,Belgium,65,Royal Excel Mouscron
240560,S. Iocolano,27,Italy,65,Bari
200881,Ronaldo,27,Brazil,65,Novara
202673,M. Falkesgaard,26,Denmark,65,FC Midtjylland
204721,Lee Jong Won,28,Korea Republic,65,Sangju Sangmu FC
229297,B. Khadartsev,24,Russia,65,FC Anzhi Makhachkala
234417,I. Karsanidis,24,Greece,65,Würzburger FV
191921,Han Sang Wun,31,Korea Republic,65,Ulsan Hyundai Horang-i
204722,Choi Jong Hoan,29,Korea Republic,65,Incheon United FC
214194,A. Correa,23,Colombia,65,La Equidad
160178,T. Nezuñir,29,Chile,65,CD Palestino
228786,R. Bagadur,21,Croatia,65,Brescia
232626,Oh Jae Suk,27,Korea Republic,65,Gamba Osaka
202932,S. Maholli,24,Sweden,65,IK Sirius
143284,E. Keleş,30,Turkey,65,Medicana Sivasspor
214964,L. Velázquez,28,Argentina,65,Tiburones Rojos de Veracruz
158132,D. Brückner,36,Germany,65,Rot-Weiß Erfurt
170164,B. Moloney,28,Republic of Ireland,65,Northampton Town
179636,D. Worrall,27,England,65,Port Vale
222645,L. López,23,Mexico,65,Club León
233141,T. Hasegawa,23,Japan,65,Kawasaki Frontale
169909,J. Brown,28,England,65,Shrewsbury
189109,A. Cisak,28,Australia,65,Sydney FC
163766,L. Barnett,31,England,65,Northampton Town
203447,A. Schalk,24,Netherlands,65,Ross County FC
187831,R. Wolters,27,Netherlands,65,Dundee FC
160184,F. Geraldoza,33,Chile,65,Santiago Wanderers
232376,T. Aoki,27,Japan,65,Urawa Red Diamonds
202169,J. Gatt,25,United States,65,Colorado Rapids
203705,M. Viler,30,Slovenia,65,NA
214969,F. Godoy,27,Argentina,65,Talleres de Cordoba
221625,P. Mullins,25,United States,65,D.C. United
223673,M. Wostry,24,Austria,65,FC Admira Wacker Mödling
235961,Imanol García,21,Spain,65,Villarreal CF
193209,J. Vunguidica,27,Angola,65,SV Sandhausen
202426,A. Omrani,26,Algeria,65,Oldham Athletic
142266,D. Flinta,33,Denmark,65,Silkeborg IF
225722,P. Jaquez,21,Mexico,65,U.N.A.M.
228794,M. Al Najrani,24,Saudi Arabia,65,Al Hilal
232122,Everton,23,Brazil,65,CS Marítimo
197819,Z. Loyd,29,United States,65,Atlanta United FC
204219,A. Jackson,23,England,65,Barnsley
206011,Rui Vieira,25,Portugal,65,Rio Ave FC
212923,S. Galloway,22,Australia,65,Wellington Phoenix
229051,J. Kjær,31,Denmark,65,Lyngby BK
234939,Janota,30,Portugal,65,Tondela
185019,Juanmi Callejón,30,Spain,65,Ettifaq FC
213692,J. Harrop,21,England,65,Preston North End
231612,R. Del Castillo,21,France,65,Nîmes Olympique
177340,P. Frattali,31,Italy,65,Parma
183228,B. Augustyn,29,Poland,65,Lechia Gdańsk
184764,L. Schwechlen,28,France,65,Göztepe
137661,J. Glinker,33,Germany,65,1. FC Magdeburg
224445,G. Shitolo,27,South Africa,65,Orlando Pirates
177597,R. Taylor,29,England,65,Plymouth Argyle
209342,R. Mukhametshin,33,Russia,65,FC Tosno
238014,R. Janssen,27,Netherlands,65,VVV-Venlo
182206,R. O'Donnell,28,England,65,Rotherham United
184254,J. Ayala,29,Argentina,65,Temperley
159935,J. Sarnida,25,Chile,65,San Luis de Quillota
225983,S. Mpontshane,31,South Africa,65,Orlando Pirates
233151,K. Miyoshi,20,Japan,65,Kawasaki Frontale
221632,S. Kind Mikalsen,24,Norway,65,Lillestrøm SK
222912,M. Yaghoubi,22,Finland,65,HJK Helsinki
159168,Thiago Xavier,33,Brazil,65,Valenciennes FC
232896,T. Miyayoshi,24,Japan,65,Sanfrecce Hiroshima
239296,E. Markov,22,Russia,65,FC Tosno
199873,Alex,26,Brazil,65,Silkeborg IF
201409,E. Schiavon,34,Italy,65,Ferrara (SPAL)
219585,M. Valjent,21,Slovakia,65,Ternana
224449,H. Ekstein,26,South Africa,65,Kaizer Chiefs
230849,Nacho,24,Spain,65,CD Numancia
231873,Joni Montiel,18,Spain,65,Rayo Vallecano
209602,T. Cancellotti,25,Italy,65,Brescia
212418,M. Lackner,26,Austria,65,FC Admira Wacker Mödling
218050,M. Abarhoun,28,Morocco,65,Moreirense FC
219842,J. Trejo,25,Argentina,65,Independiente
228290,J. Laporte,23,France,65,Clermont Foot 63
233410,Kweon Han Jin,29,Korea Republic,65,Jeju United FC
171970,E. Upson,27,England,65,Milton Keynes Dons
223427,L. Jäger,23,Austria,65,1. FC Nürnberg
198852,Mandi,28,Spain,65,UD Almería
200900,S. Murray,23,Republic of Ireland,65,Colchester United
138180,J. Campbell-Ryce,34,Jamaica,65,Barnet
220612,D. Davydov,22,Russia,65,Spartak Moscow
233156,S. Arai,28,Japan,65,Kawasaki Frontale
239812,Barros,24,Brazil,65,Ventforet Kofu
187588,I. Ediev,29,Russia,65,FC SKA-Energiya Khabarovsk
208581,Z. Bytyqi,20,Norway,65,Viking FK
216005,F. Rašić,25,Argentina,65,Arsenal Tula
220101,M. Acosta,25,Paraguay,65,CD Once Caldas Manizales
222661,Yoon Seung Won,22,Korea Republic,65,FC Seoul
159941,C. Lanoas,25,Chile,65,CD Palestino
237765,K. Murata,28,Japan,65,Shimizu S-Pulse
179909,A. Annan,30,Ghana,65,HJK Helsinki
186565,S. Wagstaff,27,England,65,Gillingham
208838,A. Romero,27,Argentina,65,Montreal Impact
231366,P. Lienhart,20,Austria,65,SC Freiburg
233414,João Graça,22,Portugal,65,CD Feirense
206535,P. Digby,22,England,65,Mansfield Town
224455,A. Arrighini,27,Italy,65,Cittadella
229575,D. Mancini,20,Argentina,65,Tours FC
166855,K. Osborne,29,England,65,Grimsby Town
206536,T. Naylor,26,England,65,Burton Albion
228552,Edison Tarabai,31,Brazil,65,Al Batin
231624,F. Schleusener,25,Germany,65,Karlsruher SC
236232,J. Chabalala,25,South Africa,65,Orlando Pirates
50632,P. Clarke,35,England,65,Oldham Athletic
229065,B. Niňaj,23,Slovakia,65,Osmanlıspor
171721,R. Perticone,30,Italy,65,Cesena
237257,J. Yueill,20,United States,65,San Jose Earthquakes
237513,O. Eddahri,26,Sweden,65,AFC Eskilstuna
201418,F. Furlan,26,Italy,65,Brescia
233930,Francisco Afonso,20,Portugal,65,FC Paços de Ferreira
234698,C. Songkrasin,23,Thailand,65,Hokkaido Consadole Sapporo
237770,Y. Hasegawa,29,Japan,65,Shimizu S-Pulse
210891,I. Moro,23,Ghana,65,Silkeborg IF
216011,C. Villanueva,33,Argentina,65,Bahía Blanca
176075,M. Burch,33,United States,65,Minnesota Thunder
187083,K. Álvarez,25,Mexico,65,Tiburones Rojos de Veracruz
189387,T. Mickel,28,Germany,65,Hamburger SV
208076,Moon Sang Yun,26,Korea Republic,65,Jeju United FC
209612,U. Germano,25,Italy,65,Vercelli
204237,A. Tamay,24,Mexico,65,Lobos de la BUAP
213709,Isi Gómez,21,Spain,65,Granada CF
226765,L. Gamba,30,Argentina,65,Unión de Santa Fe
235213,Álex Craninx,21,Spain,65,Sparta Rotterdam
169933,S. Laird,29,England,65,Forest Green
202190,C. N'Toko,29,Belgium,65,NAC Breda
204494,A. Riemann,25,Germany,65,LASK Linz
214990,M. Catalán,24,Argentina,65,Estudiantes de La Plata
223694,E. Marxen,26,Denmark,65,Randers FC
191182,F. Liverstam,29,Sweden,65,Halmstads BK
214479,J. Meza,23,Colombia,65,Águilas Doradas
235983,Alex Pozo,18,Spain,65,Sevilla Atlético
239567,J. Löhmannsröben,26,Germany,65,FC Carl Zeiss Jena
241103,Z. Vanheusden,17,Belgium,65,Inter
221648,Y. Barnawi,23,Saudi Arabia,65,Al Qadisiyah
171984,K. Lejeune,32,France,65,AC Ajaccio
176592,M. Palionis,30,Lithuania,65,SSV Jahn Regensburg
183248,A. Fernández,29,Mexico,65,Necaxa
208593,N. Jaadi,21,Morocco,65,Udinese
209873,K. Moleko,27,South Africa,65,Kaizer Chiefs
20689,J. Karlsson,28,Sweden,65,Jönköpings Södra IF
222161,M. El Allouchi,22,Morocco,65,NAC Breda
51921,A. Chambers,36,England,65,Walsall
208594,M. Bossaerts,20,Belgium,65,KV Oostende
19410,A. Revell,33,England,65,Northampton Town
171986,K. Reid,29,England,65,Colchester United
122066,R. König,34,Germany,65,FSV Zwickau
192466,M. Marrone,30,Australia,65,Adelaide United
198611,N. Đurđić,31,Serbia,65,Randers FC
158675,K. Rindarøy,31,Norway,65,Molde FK
231123,Adri Castellano,23,Spain,65,Granada CF
209364,C. Brown,23,Australia,65,Brisbane Roar
224980,M. Busch,22,Germany,65,1. FC Heidenheim
226516,E. Álvarez,28,Paraguay,65,CD Once Caldas Manizales
199381,N. Schindelholz,29,Switzerland,65,FC Luzern
210389,B. Smith,23,Australia,65,Bournemouth
232661,M. Bareiro,22,Argentina,65,Defensa y Justicia
234197,I. Groothuizen,20,Netherlands,65,ADO Den Haag
187093,J. González,25,Mexico,65,Necaxa
227798,M. Calzada,27,Uruguay,65,Arsenal de Sarandí
181462,D. Carney,33,Australia,65,Sydney FC
208087,Ayala,24,Spain,65,Sint-Truidense VV
221656,E. Miller,24,United States,65,Colorado Rapids
236248,B. Woodburn,17,Wales,65,Liverpool
237784,Y. Maruhashi,26,Japan,65,Cerezo Osaka
183768,P. Larsen,28,Norway,65,SK Brann
201945,D. Amankwaa,23,Denmark,65,FC København
206297,S. Balić,27,Montenegro,65,Zagłębie Lubin
216282,R. Framberger,21,Germany,65,FC Augsburg
216795,C. Long,22,England,65,Northampton Town
234971,M. Chemin,31,France,65,US Orléans Loiret Football
237787,N. Sakemoto,32,Japan,65,Cerezo Osaka
202204,K. Haraldseid,23,Norway,65,FK Haugesund
207580,J. Blomberg,30,Sweden,65,AIK Solna
214492,Y. Mena,27,Colombia,65,Atlético Huila
222428,J. Komar,20,Argentina,65,Talleres de Cordoba
160220,O. Tapiano,25,Chile,65,Club de Deportes Temuco
226012,R. Manning,21,Republic of Ireland,65,Queens Park Rangers
232156,M. Honsak,20,Austria,65,SCR Altach
237532,Rodrigo,24,Brazil,65,CD Aves
182748,C. Ribeiro,27,Wales,65,Oxford United
200925,T. Rühle,26,Germany,65,SC Preußen Münster
208349,D. Volaš,30,Slovenia,65,Sparta Rotterdam
222685,D. Follonier,23,Switzerland,65,FC Luzern
183517,A. Ogogo,27,England,65,Shrewsbury
207838,Park Soo Chang,28,Korea Republic,65,Sangju Sangmu FC
216286,J. Andersen,24,Denmark,65,Hammarby IF
218846,E. Ávila,30,Colombia,65,Jaguares Fútbol Club
221662,S. Skrabb,22,Finland,65,IFK Norrköping
234974,D. Guba,26,Slovakia,65,Termalica Bruk-Bet Nieciecza
240094,V. Fabris,24,Italy,65,F.B.C. Unione Venezia
193246,L. Neagle,30,United States,65,Seattle Sounders FC
220895,A. Al Sulayhim,23,Saudi Arabia,65,Al Shabab
223199,M. Altıntaş,21,Turkey,65,Evkur Yeni Malatyaspor
225759,B. Kamau,22,Australia,65,Melbourne City
238559,S. Mai,23,Germany,65,SC Preußen Münster
178143,E. Birniçan,28,Turkey,65,Kasimpaşa SK
200928,O. Banks,24,England,65,Oldham Athletic
210144,J. Al Bishi,30,Saudi Arabia,65,Al Taawoun
182496,J. Oremo,30,Sweden,65,Halmstads BK
198625,S. Bain,25,Scotland,65,Dundee FC
202721,A. Razak,24,Ivory Coast,65,AFC Eskilstuna
206561,C. Walton,21,England,65,Wigan Athletic
210401,C. Donis,22,Greece,65,Panathinaikos FC
215777,M. Tounkara,21,Senegal,65,Lazio
217313,J. Caenepeel,20,Belgium,65,Excelsior
235233,T. Kutumela,23,South Africa,65,Orlando Pirates
238049,P. Pomykal,17,United States,65,FC Dallas
177377,M. Ligoule,34,France,65,US Orléans Loiret Football
215010,E. Brítez,25,Argentina,65,Unión de Santa Fe
231138,C. Bassogog,21,Cameroon,65,NA
